A,B,C,D,E,F,G,H,I,J
50,14,12,12,1,2,2,0,7,2
50,14,12,12,1,2,2,8,7,2
50,79,42,42,14,2,1,0,6,1
51,79,43,43,2,0,0,8,64,0
51,89,9,9,9,0,0,0,65,0
51,71,20,20,13,0,0,1,46,0
51,63,41,41,1,1,0,2,66,0
51,64,35,35,1,0,0,2,67,0
51,90,44,44,9,0,0,0,68,0
51,70,11,11,5,2,2,1,11,3
51,91,0,0,1,2,2,8,11,3
51,92,26,26,1,0,0,8,69,1
51,81,1,1,14,2,0,0,6,1
52,83,12,12,15,1,0,12,59,0
52,93,12,12,0,0,0,8,70,0
52,94,45,45,16,1,1,0,18,0
52,52,13,13,1,0,0,16,11,2
52,58,28,28,1,0,0,2,11,3
52,95,3,3,2,0,1,0,11,3
52,96,46,46,1,0,0,6,11,3
52,45,47,47,10,2,0,16,11,3
52,81,23,23,10,2,2,16,71,1
53,97,46,46,1,0,0,0,28,0
53,82,36,36,9,1,0,0,28,0
53,98,4,4,9,0,0,1,72,0
53,99,25,25,11,2,2,1,52,0
53,100,48,48,1,1,0,5,73,0
53,101,9,9,9,2,2,8,7,2
53,90,49,49,5,2,0,2,7,2
53,102,37,37,9,2,1,0,11,3
53,90,16,16,6,1,0,7,74,3
53,76,24,24,0,2,2,8,11,3
53,80,40,40,6,2,2,7,11,3
53,14,12,12,1,2,2,6,7,2
53,14,12,12,1,2,2,1,7,2
53,90,48,48,6,2,0,5,75,1
53,98,23,23,7,2,0,0,28,1
53,89,41,41,1,2,0,6,76,1
54,103,50,50,9,0,0,0,77,0
54,89,48,48,17,0,0,5,78,0
54,83,3,3,1,1,0,0,50,0
54,98,0,0,0,2,2,8,7,2
54,93,51,51,1,0,0,0,11,3
54,79,46,46,8,2,0,5,11,3
54,14,12,12,1,2,2,6,7,2
54,14,12,12,1,2,2,0,7,2
55,93,8,8,10,1,0,7,79,0
55,93,49,49,0,2,1,5,40,0
55,88,20,20,2,1,0,14,34,0
55,96,12,12,7,0,0,8,40,0
55,96,52,52,8,2,1,5,63,0
55,47,12,12,9,0,0,5,1,0
55,104,6,6,1,0,0,8,46,0
55,105,28,28,11,0,0,9,7,2
55,79,23,23,9,1,0,8,49,1
55,90,51,51,9,2,0,2,80,1
55,80,53,53,5,0,0,7,81,1
56,88,39,39,1,0,0,6,82,0
57,106,31,31,1,2,2,0,11,2
58,73,4,4,17,1,0,2,83,0
58,63,10,10,6,0,0,6,84,0
58,91,54,54,6,1,0,5,85,0
58,83,12,12,1,0,1,1,86,0
58,78,35,35,6,0,0,12,87,0
58,14,12,12,1,2,2,0,7,2
58,93,21,21,0,2,2,8,11,3
58,107,27,27,1,3,2,5,11,3
58,103,44,44,2,2,2,12,11,3
58,72,24,24,1,0,0,8,88,1
58,108,32,32,0,1,0,12,89,1
59,84,55,55,8,0,0,1,29,0
59,91,48,48,2,1,0,0,33,0
59,83,1,1,14,0,0,8,90,0
59,74,4,4,5,1,0,7,91,0
59,83,56,56,8,0,0,1,1,0
59,101,21,21,9,0,0,0,92,0
59,101,12,12,1,0,0,12,93,0
59,109,12,12,6,0,1,1,1,0
59,110,38,38,6,0,0,5,91,0
59,88,26,26,6,2,2,5,7,2
59,92,38,38,6,2,2,6,11,3
59,108,23,23,1,2,2,7,11,3
59,96,39,39,6,2,2,0,11,3
59,111,26,26,6,2,2,5,11,3
59,112,57,57,1,0,0,0,7,2
59,86,12,12,1,1,0,8,94,1
59,103,38,38,10,2,0,1,95,1
59,113,7,7,1,2,0,7,96,1
59,57,47,47,9,0,1,0,97,1
59,91,36,36,2,0,1,1,98,1
59,91,49,49,1,2,0,5,49,1
60,78,46,46,1,0,0,1,37,0
60,83,12,12,9,0,0,0,99,0
60,76,58,58,18,0,0,0,100,0
60,114,59,59,1,0,0,16,17,0
60,115,3,3,1,0,0,6,101,0
60,112,1,1,14,0,0,8,102,0
60,104,59,59,2,0,0,0,66,0
60,89,12,12,2,2,0,0,33,0
60,14,12,12,1,2,2,5,11,3
60,89,60,60,1,0,0,0,11,3
60,89,24,24,6,1,1,7,11,3
60,72,48,48,6,2,2,0,11,3
60,14,12,12,1,2,2,6,7,2
60,14,12,12,1,2,2,0,7,2
60,115,60,60,19,1,2,1,49,1
60,80,54,54,2,2,0,6,103,1
60,115,6,6,5,2,0,12,104,1
60,116,48,48,1,0,0,2,105,1
60,97,33,33,5,0,0,6,106,1
60,112,54,54,6,0,0,7,107,1
60,104,36,36,1,2,0,1,108,1
60,109,20,20,1,0,0,8,109,1
60,91,61,61,1,0,0,8,110,1
61,93,60,60,9,0,0,5,111,0
61,98,62,62,9,2,0,5,6,0
61,104,62,62,9,1,0,7,25,0
61,69,20,20,2,2,2,7,11,2
61,117,63,63,11,0,1,1,11,2
61,97,1,1,11,2,2,12,11,3
61,14,12,12,1,2,2,1,7,2
61,118,20,20,2,0,0,1,112,1
61,73,33,33,5,0,0,8,113,1
61,102,16,16,8,0,0,6,114,1
61,84,64,64,2,0,0,16,115,1
61,63,1,1,1,2,2,0,116,1
62,79,6,6,1,0,0,8,117,0
62,67,6,6,1,1,0,7,7,0
62,14,12,12,1,2,2,6,7,2
62,14,6,6,1,1,0,6,7,2
63,119,65,65,1,0,0,0,118,0
63,106,24,24,1,0,0,1,66,0
63,79,10,10,11,1,0,3,119,0
63,98,6,6,5,1,0,5,83,0
63,92,59,59,1,2,0,0,120,0
63,120,59,59,1,1,0,11,7,2
63,14,12,12,1,2,2,1,11,2
63,121,36,36,10,1,2,16,11,3
63,84,12,12,1,2,2,16,11,3
63,92,7,7,5,2,2,0,11,3
63,98,66,66,1,0,0,0,11,3
63,14,12,12,1,2,2,8,7,2
63,41,12,12,1,1,2,7,7,2
63,86,36,36,1,2,0,8,121,1
63,56,20,20,13,0,0,5,35,1
63,90,0,0,2,2,2,7,109,1
64,122,31,31,1,0,0,0,10,0
64,77,10,10,11,1,0,11,40,0
64,119,49,49,1,2,2,5,7,2
64,104,1,1,6,2,2,3,7,3
65,98,12,12,1,0,0,8,15,0
65,86,20,20,2,1,0,12,122,0
65,61,15,15,1,1,0,7,122,0
65,77,32,32,11,1,0,0,28,0
65,123,24,24,6,0,0,7,123,0
65,66,47,47,1,0,0,7,124,0
65,63,47,47,11,1,0,11,40,0
65,81,19,19,8,2,0,11,33,0
65,58,67,67,11,1,1,0,17,0
65,61,0,0,9,0,0,5,125,0
65,67,7,7,6,0,0,6,126,0
65,69,32,32,5,0,0,0,127,0
65,74,57,57,9,1,0,0,17,0
65,80,12,12,6,2,0,0,128,0
65,108,12,12,5,1,0,0,129,0
65,96,39,39,1,0,0,16,130,0
65,106,40,40,2,0,0,0,131,0
65,124,7,7,6,0,0,5,132,0
65,76,9,9,9,0,0,14,28,0
65,30,7,7,1,0,0,1,133,0
65,119,1,1,1,2,0,1,119,0
65,125,24,24,0,2,2,0,11,2
65,67,45,45,6,2,2,9,11,2
65,75,46,46,8,0,0,0,11,2
65,86,20,20,1,2,2,7,11,2
65,76,14,14,2,0,0,5,11,2
65,61,15,15,1,2,2,6,7,2
65,14,39,39,1,2,2,2,11,3
65,14,12,12,1,2,2,0,11,3
65,75,46,46,8,2,0,2,11,3
65,76,14,14,2,0,0,5,11,3
65,124,4,4,6,2,0,11,11,3
65,67,2,2,2,2,2,5,11,3
65,56,33,33,5,2,2,8,11,3
65,126,16,16,1,2,2,0,11,3
65,127,12,12,9,1,0,1,11,3
65,14,12,12,1,2,2,3,7,2
65,58,21,21,1,0,0,1,134,1
65,77,20,20,11,2,0,0,135,1
65,43,7,7,6,2,0,1,136,1
65,85,10,10,11,0,0,6,137,1
65,51,20,20,13,1,0,8,138,1
65,63,11,11,5,2,0,14,139,1
65,61,48,48,6,2,2,8,140,1
65,61,32,32,0,1,0,12,33,1
65,81,68,68,17,2,0,0,0,1
65,66,68,68,5,2,2,12,141,1
65,68,15,15,11,2,0,6,142,1
65,89,6,6,9,0,0,8,143,1
65,73,10,10,11,2,2,0,91,1
65,97,22,22,1,0,0,0,46,1
65,93,34,34,6,2,0,6,144,1
66,70,12,12,8,0,0,5,54,0
66,43,23,23,11,0,0,1,1,0
66,82,48,48,10,2,2,8,145,0
66,36,4,4,1,2,2,0,11,2
66,65,20,20,13,1,0,7,146,1
67,128,69,69,13,1,0,7,147,0
67,116,12,12,6,1,0,5,148,0
67,100,62,62,1,0,0,1,149,0
67,119,49,49,1,0,0,1,55,0
67,112,70,70,2,0,0,1,7,2
67,120,71,71,9,0,2,1,7,2
67,96,60,60,11,1,0,6,11,3
67,92,53,53,5,2,2,0,11,3
67,96,41,41,10,0,1,17,63,1
67,80,1,1,11,0,0,8,150,1
68,129,31,31,1,0,0,0,28,0
69,103,32,32,1,0,0,0,72,0
69,114,41,41,1,0,0,1,127,0
69,44,19,19,6,0,0,6,151,0
69,90,32,32,2,1,1,0,152,0
69,130,39,39,8,0,0,5,153,0
69,120,3,3,20,0,0,8,154,0
69,73,35,35,9,0,0,3,119,0
69,131,51,51,14,0,0,8,1,0
69,132,41,41,1,0,0,0,155,0
69,121,72,72,1,2,2,0,156,0
69,101,9,9,1,2,0,2,157,0
69,106,72,72,1,1,0,5,117,0
69,132,0,0,1,1,0,0,28,0
69,133,12,12,1,0,0,1,33,0
69,116,6,6,8,2,2,7,7,2
69,132,7,7,2,0,0,5,7,2
69,131,55,55,8,2,2,0,7,2
69,119,3,3,2,2,0,1,7,2
69,64,32,32,9,2,2,7,11,3
69,131,33,33,5,2,2,1,11,3
69,134,18,18,1,0,0,3,11,3
69,112,39,39,1,2,2,3,11,3
69,89,49,49,1,0,2,6,11,3
69,14,12,12,1,2,2,0,7,2
69,14,12,12,1,2,2,1,7,2
69,14,12,12,1,2,2,8,7,2
69,64,19,19,1,1,0,0,158,1
69,100,1,1,14,1,0,7,159,1
69,98,0,0,0,2,0,6,160,1
69,112,60,60,6,2,0,0,161,1
69,135,44,44,1,0,0,8,162,1
69,73,8,8,9,2,0,1,163,1
69,135,0,0,1,2,0,0,164,1
70,63,0,0,5,1,0,7,165,0
70,130,49,49,8,0,1,0,85,0
70,87,73,73,9,3,0,13,166,0
70,89,31,31,11,0,0,1,29,0
70,111,6,6,1,0,0,2,117,0
70,119,62,62,1,0,0,1,0,0
70,14,12,12,1,2,2,1,7,2
70,45,39,39,1,2,1,0,11,3
70,130,74,74,9,2,2,8,11,3
70,14,12,12,1,2,2,6,7,2
70,14,12,12,1,2,2,1,7,2
70,14,12,12,1,2,2,1,7,2
70,103,44,44,2,1,0,12,108,1
70,89,33,33,5,2,0,5,167,1
70,101,47,47,11,0,0,12,168,1
70,121,31,31,1,2,2,0,169,1
71,81,4,4,11,0,0,1,42,0
71,136,20,20,2,0,0,1,170,1
71,119,68,68,5,2,2,0,171,1
72,127,23,23,5,2,0,11,1,0
72,120,75,75,8,0,1,1,163,0
72,134,4,4,6,1,0,0,121,0
72,133,8,8,11,0,0,12,172,0
72,137,31,31,2,0,0,8,0,0
72,138,76,76,1,0,0,1,66,0
72,135,41,41,2,0,0,1,173,0
72,127,12,12,1,0,0,0,46,0
72,126,10,10,10,2,2,6,7,2
72,121,41,41,1,2,2,5,7,2
72,82,39,39,21,2,2,0,7,2
72,132,21,21,1,0,0,0,7,2
72,131,48,48,0,2,0,8,11,3
72,122,0,0,1,2,2,1,11,3
72,137,59,59,1,0,0,5,11,3
72,103,77,77,8,0,2,1,11,3
72,14,12,12,1,2,2,1,7,2
72,14,12,12,1,2,2,1,7,2
72,121,41,41,1,1,0,5,174,1
72,112,48,48,9,2,2,0,175,1
72,91,7,7,2,0,1,1,176,1
72,138,4,4,6,0,1,1,177,1
72,83,12,12,6,2,0,8,33,1
72,87,41,41,1,0,0,8,178,1
73,111,6,6,1,0,0,7,179,0
73,133,33,33,11,2,2,6,52,0
73,14,12,12,1,2,2,1,7,2
73,139,12,12,1,2,2,5,7,2
73,14,25,25,1,1,0,5,55,3
73,47,18,18,1,2,2,0,11,3
73,14,12,12,1,2,2,1,7,2
73,61,68,68,9,2,2,5,180,1
73,68,13,13,1,0,0,5,181,1
73,104,0,0,2,2,0,5,182,1
74,111,6,6,1,0,0,2,7,0
74,140,74,74,1,1,0,0,54,0
74,121,10,10,1,0,1,1,66,0
74,100,25,25,1,1,0,5,7,0
74,92,12,12,8,0,0,1,91,0
74,104,41,41,2,1,0,7,183,0
74,123,37,37,1,0,0,8,184,0
74,120,20,20,13,1,0,7,33,0
74,138,48,48,2,0,0,5,163,0
74,70,20,20,2,0,0,1,185,0
74,133,78,78,9,1,0,7,148,0
74,72,18,18,1,0,0,7,186,0
74,141,62,62,1,0,0,5,1,0
74,14,12,12,1,2,2,1,11,2
74,106,32,32,9,1,0,0,7,2
74,112,59,59,1,2,2,7,7,2
74,90,9,9,1,2,0,6,11,3
74,119,32,32,5,1,0,18,11,3
74,135,31,31,9,2,1,15,11,3
74,141,31,31,8,2,2,6,11,3
74,142,51,51,1,2,0,2,11,3
74,133,32,32,11,2,0,2,11,3
74,143,59,59,1,2,2,7,11,3
74,14,12,12,1,2,2,1,7,2
74,14,12,12,1,2,2,6,7,2
74,14,12,12,1,2,2,0,7,2
74,122,18,18,22,1,0,0,161,1
74,67,9,9,9,1,0,16,187,1
74,121,79,79,1,0,0,0,45,1
74,130,48,48,1,2,0,8,188,1
74,133,10,10,1,2,0,8,189,1
74,136,75,75,1,2,2,5,190,1
74,136,1,1,1,2,0,18,191,1
74,101,31,31,5,0,0,16,192,1
74,98,9,9,9,2,0,1,193,1
75,136,31,31,6,0,1,0,194,0
75,115,37,37,9,0,0,1,117,0
75,90,55,55,1,0,0,1,1,0
75,66,48,48,6,0,0,0,156,0
75,115,62,62,2,1,0,11,66,0
75,106,31,31,11,2,2,0,7,2
75,110,15,15,9,0,1,11,7,2
75,74,20,20,1,2,2,2,11,3
75,85,4,4,6,2,0,8,195,1
75,84,12,12,9,2,2,5,196,1
75,143,0,0,0,2,2,5,156,1
76,103,80,80,0,1,0,5,52,0
76,141,48,48,9,2,0,1,197,0
76,14,12,12,1,2,2,3,7,2
76,14,12,12,1,2,2,1,7,2
76,75,0,0,2,2,0,0,198,1
76,104,20,20,1,2,2,18,199,1
77,144,81,81,1,2,0,0,59,0
77,62,10,10,1,2,0,1,26,0
77,111,7,7,1,0,0,8,200,0
77,137,9,9,9,1,0,11,201,0
77,139,6,6,5,1,0,11,11,3
77,145,20,20,9,1,1,0,1,1
78,34,1,1,1,0,0,7,202,0
78,126,7,7,6,1,0,7,203,0
78,114,9,9,1,2,2,0,204,0
78,106,38,38,1,1,0,5,63,0
78,146,32,32,11,0,0,7,205,0
78,147,9,9,9,0,0,5,7,0
78,14,12,12,1,2,2,5,7,2
78,14,12,12,1,2,2,0,7,2
78,148,30,30,1,0,0,5,7,2
78,120,34,34,13,1,0,11,7,2
78,120,34,34,13,2,2,0,7,2
78,130,10,10,1,2,2,1,11,3
78,149,14,14,6,2,2,5,7,3
78,14,12,12,1,2,2,6,7,2
78,14,12,12,1,2,2,6,7,2
78,14,12,12,1,2,2,6,7,2
78,14,12,12,1,2,2,5,7,2
78,14,12,12,1,2,2,0,7,2
78,14,12,12,1,2,2,10,7,2
78,150,12,12,1,0,0,3,206,1
78,34,32,32,11,1,0,0,207,1
78,120,0,0,0,2,0,18,208,1
78,112,12,12,5,0,0,6,209,1
78,77,12,12,1,0,0,8,210,1
78,53,20,20,1,2,0,6,211,1
78,104,2,2,6,0,0,6,18,1
78,103,12,12,2,0,0,1,37,1
79,135,48,48,6,1,1,7,212,0
79,82,23,23,8,2,0,0,86,0
79,110,82,82,1,0,0,5,1,0
79,147,43,43,1,2,0,0,213,0
79,132,1,1,1,2,0,1,29,0
79,70,23,23,1,1,0,7,214,0
79,129,2,2,2,0,0,0,54,0
79,14,12,12,1,2,2,0,7,2
79,100,1,1,1,2,2,0,7,2
79,119,83,83,8,0,0,5,7,2
79,119,62,62,11,2,2,11,7,2
79,135,48,48,6,1,2,5,7,2
79,151,48,48,1,2,2,5,7,2
79,146,41,41,1,2,2,0,7,2
79,106,28,28,2,2,2,0,7,2
79,147,36,36,1,2,2,5,11,2
79,84,10,10,1,2,2,8,11,3
79,103,4,4,2,2,0,11,11,3
79,146,32,32,2,2,2,8,11,3
79,151,6,6,1,2,2,0,11,3
79,136,84,84,1,0,0,0,11,3
79,152,32,32,5,2,2,0,11,3
79,14,12,12,1,2,2,0,7,2
79,153,19,19,5,0,0,0,215,1
79,101,49,49,1,0,0,18,216,1
79,120,39,39,8,2,0,12,156,1
79,133,62,62,14,2,1,12,217,1
79,133,67,67,1,0,0,6,218,1
79,135,31,31,5,0,0,0,1,1
79,121,67,67,8,0,0,7,1,1
79,154,74,74,2,1,0,7,219,1
79,146,46,46,8,0,0,6,220,1
79,135,9,9,1,2,2,0,221,1
80,76,62,62,9,1,0,0,18,0
80,152,62,62,6,0,0,6,222,0
80,111,8,8,1,1,0,7,223,0
80,152,12,12,1,0,0,5,18,0
80,134,85,85,9,0,0,6,224,0
80,14,12,12,1,2,2,5,7,2
80,73,46,46,7,2,2,0,7,2
80,109,59,59,9,2,2,0,7,2
80,151,48,48,2,0,0,0,7,2
80,110,86,86,5,1,2,7,11,2
80,128,8,8,1,2,2,5,7,2
80,135,69,69,1,2,1,5,7,2
80,155,4,4,1,2,0,5,11,2
80,112,0,0,0,2,2,5,11,2
80,122,87,87,14,3,0,12,11,3
80,58,8,8,10,5,0,7,11,3
80,99,48,48,6,0,0,6,194,3
80,128,8,8,1,0,0,7,6,3
80,14,12,12,1,2,2,5,7,2
80,81,1,1,11,2,2,6,33,1
80,64,48,48,1,5,0,7,0,1
80,156,88,88,6,0,0,7,225,1
80,99,2,2,1,2,0,1,17,1
81,156,19,19,5,0,0,1,42,0
81,64,78,78,2,0,0,0,226,0
81,147,51,51,11,2,0,0,63,0
81,151,0,0,1,2,2,5,182,0
81,139,20,20,2,1,0,11,11,3
81,14,12,12,1,2,2,6,7,2
81,14,12,12,1,2,2,8,7,2
81,152,38,38,2,2,2,11,227,1
81,135,69,69,13,1,1,6,228,1
82,91,31,31,1,0,0,3,28,0
82,144,14,14,1,0,2,9,46,0
82,143,31,31,2,1,0,5,59,0
82,157,15,15,1,1,0,5,6,0
82,89,31,31,1,0,0,2,6,0
82,25,16,16,5,1,0,1,59,0
82,73,18,18,6,1,0,12,7,0
82,53,0,0,0,0,0,6,127,0
82,157,33,33,5,1,0,8,229,0
82,42,7,7,6,0,0,8,230,0
82,137,14,14,8,0,0,1,37,0
82,91,33,33,5,2,2,1,1,0
82,156,8,8,1,2,2,1,6,0
82,138,0,0,1,1,0,11,231,0
82,126,33,33,1,0,0,6,232,0
82,156,47,47,1,0,0,8,42,0
82,65,50,50,9,1,0,8,79,0
82,99,68,68,2,0,0,6,233,0
82,79,10,10,11,2,0,0,234,0
82,79,12,12,14,2,0,0,235,0
82,52,16,16,5,1,0,5,1,0
82,116,15,15,11,1,0,5,1,0
82,91,11,11,5,0,0,5,40,0
82,115,14,14,2,0,0,7,18,0
82,109,4,4,11,0,0,1,91,0
82,120,31,31,6,0,0,0,236,0
82,120,16,16,5,0,0,5,237,0
82,91,12,12,1,0,0,5,7,0
82,104,3,3,1,2,2,5,238,0
82,39,20,20,1,2,0,7,1,0
82,105,24,24,0,0,0,7,1,0
82,69,4,4,1,2,0,7,119,0
82,143,36,36,1,2,0,0,50,0
82,131,8,8,1,0,0,0,28,0
82,153,7,7,5,0,0,7,15,0
82,65,4,4,11,0,0,8,239,0
82,70,7,7,1,0,0,0,120,0
82,78,14,14,5,0,0,6,240,0
82,92,12,12,1,3,2,13,11,2
82,14,12,12,1,2,2,6,11,2
82,146,12,12,1,0,2,1,7,2
82,14,12,12,1,2,2,5,7,2
82,121,31,31,1,0,2,1,7,2
82,136,20,20,2,0,0,1,7,2
82,157,7,7,6,1,0,8,7,2
82,158,10,10,1,2,0,7,7,2
82,36,15,15,9,2,2,1,7,2
82,73,18,18,1,2,2,0,7,2
82,126,48,48,1,2,2,7,7,2
82,86,1,1,2,2,2,1,7,2
82,143,12,12,7,2,2,5,7,2
82,105,0,0,0,2,2,0,7,2
82,103,31,31,1,2,2,6,7,2
82,159,46,46,8,2,1,7,11,2
82,121,31,31,1,0,2,1,11,3
82,36,15,15,9,1,1,0,11,3
82,110,31,31,2,2,0,1,11,3
82,160,68,68,1,0,0,1,11,3
82,97,15,15,2,2,0,14,11,3
82,68,28,28,8,1,1,7,241,3
82,60,15,15,11,2,0,5,11,3
82,76,19,19,5,2,0,7,11,3
82,88,37,37,9,0,0,0,11,3
82,161,49,49,0,0,1,0,11,3
82,162,49,49,0,3,0,7,11,3
82,147,36,36,1,2,0,0,11,3
82,78,1,1,2,1,0,0,11,3
82,144,49,49,0,2,0,0,11,3
82,14,12,12,1,2,2,6,7,2
82,14,12,12,1,2,2,1,7,2
82,14,12,12,1,2,2,3,7,2
82,14,12,12,1,2,2,6,7,2
82,14,12,12,1,2,2,0,7,2
82,14,12,12,1,2,2,1,7,2
82,14,12,12,1,2,2,7,7,2
82,97,48,48,10,2,2,1,242,1
82,126,48,48,10,1,0,5,243,1
82,79,36,36,9,0,0,2,244,1
82,101,80,80,1,1,0,5,54,1
82,124,39,39,8,0,1,1,245,1
82,66,14,14,6,0,0,0,37,1
82,87,89,89,1,2,0,6,246,1
82,100,39,39,8,2,1,8,247,1
82,121,31,31,1,2,2,0,248,1
82,138,33,33,1,2,2,12,18,1
82,146,16,16,1,2,2,1,249,1
83,115,12,12,1,0,0,1,250,0
83,84,90,90,1,1,0,0,17,0
83,155,66,66,1,0,0,5,52,0
83,133,68,68,6,2,0,0,251,0
83,109,31,31,1,2,0,5,156,0
83,142,9,9,1,0,0,5,252,0
83,155,3,3,1,0,0,6,230,0
83,121,33,33,5,0,0,6,253,0
