a,b,c,d,e,f,g,h,i,j,k,l,m,n,o
24,0,34,5,5,1,4,1,1,0,1,0,12,0,0
25,2,35,2,2,0,9,4,0,0,1,0,0,7,0
26,2,36,5,5,0,9,3,0,0,1,0,0,0,0
21,2,37,1,1,5,0,2,0,1,1,0,13,0,0
8,2,38,5,5,1,5,1,0,0,1,0,14,4,1
25,1,39,6,6,1,3,1,0,0,1,0,0,0,0
8,2,40,4,4,1,9,1,0,0,1,0,15,0,0
3,1,41,0,0,1,3,1,0,0,1,0,0,0,0
27,2,42,0,0,1,10,1,0,0,1,0,4,0,0
6,2,43,1,1,4,0,4,0,1,1,0,0,0,0
15,2,44,1,1,0,2,0,0,0,1,0,7,0,0
28,3,45,0,0,1,3,1,1,0,1,0,0,0,1
3,2,46,1,1,1,9,1,0,0,1,0,14,0,0
29,2,47,3,3,2,1,4,0,1,1,0,0,0,0
30,0,48,7,7,1,6,1,0,0,1,0,0,0,0
31,2,49,7,7,0,3,0,0,0,1,0,15,0,0
15,2,50,5,5,1,1,2,4,1,1,0,0,0,0
32,2,51,1,1,0,4,3,0,1,1,0,6,4,0
33,2,52,10,10,1,3,2,0,1,1,3,8,8,1
1,3,53,0,0,2,1,0,0,0,1,0,16,0,1
33,6,54,1,1,2,1,0,0,0,1,0,8,0,0
16,2,55,5,5,1,10,1,0,0,1,0,0,0,1
34,2,56,11,11,1,9,1,0,0,1,0,0,5,0
18,2,57,7,7,1,4,1,0,0,1,0,0,7,0
30,2,58,1,1,1,0,1,0,0,1,0,17,0,0
10,2,59,1,1,1,9,1,0,0,4,0,0,0,0
10,2,60,0,0,1,5,1,0,0,5,0,0,0,0
12,5,61,8,8,3,11,0,0,0,1,0,0,4,0
25,2,62,1,1,1,7,1,0,0,1,0,0,0,0
9,2,63,9,9,1,3,1,0,0,1,0,3,0,1
31,2,64,5,5,2,10,0,0,0,1,0,18,0,0
35,2,65,1,1,1,6,1,0,0,1,0,0,0,0
4,2,66,5,5,2,0,0,0,1,1,0,0,0,0
3,2,67,1,1,1,0,2,0,1,1,0,0,0,1
6,6,68,5,5,1,1,1,0,0,1,0,4,0,1
15,5,69,5,5,0,11,3,0,0,1,0,0,0,0
21,2,70,5,5,0,3,3,0,0,1,0,19,0,0
8,2,71,0,0,4,5,3,1,1,1,0,0,0,0
31,1,72,0,0,1,5,1,0,0,1,0,20,0,1
11,2,73,5,5,0,9,0,0,0,1,0,0,0,0
36,2,74,5,5,1,3,5,0,0,1,0,9,0,0
37,2,75,1,1,0,4,3,0,0,1,0,0,5,0
13,2,76,6,6,1,0,1,0,0,1,0,0,0,0
38,5,77,12,12,1,11,1,0,0,1,0,21,0,0
32,2,78,2,2,0,4,3,0,1,1,0,22,0,0
8,4,79,8,8,1,8,1,0,0,1,0,0,0,0
32,2,80,1,1,0,5,0,0,0,1,0,6,0,0
7,2,81,0,0,1,4,1,0,0,1,0,0,1,0
34,2,82,1,1,1,4,2,0,1,1,0,0,0,0
19,2,83,1,1,1,5,1,0,0,1,0,17,0,0
29,2,84,1,1,2,6,0,0,1,6,0,0,0,1
3,2,85,1,1,2,5,3,0,1,1,0,7,0,0
6,4,86,1,1,1,12,1,0,0,1,0,0,0,1
39,2,87,3,3,1,3,1,0,0,1,0,4,0,0
10,2,88,4,4,0,5,0,0,0,1,0,0,0,0
16,3,89,9,9,0,3,0,0,1,1,0,4,0,1
28,2,90,7,7,1,3,1,0,0,1,0,0,0,0
5,2,91,5,5,2,6,4,0,1,1,0,0,0,0
4,2,92,5,5,2,9,4,1,1,1,0,13,0,0
10,2,93,1,1,1,5,2,2,1,1,4,7,4,0
14,4,94,0,0,1,12,1,0,0,1,0,0,0,1
31,4,95,5,5,0,2,0,0,0,1,0,4,0,0
25,1,96,9,9,1,3,1,0,0,1,3,8,0,1
5,2,97,5,5,1,5,1,0,0,1,0,17,0,1
25,2,98,6,6,2,1,4,0,1,1,0,0,9,0
